DATE,GROSS_LEV_AVG_EU_RA,NET_LEV_AVG_EU_RA,GROSS_LEV_MEDIAN_US_RA,NET_LEV_MEDIAN_US_RA,GROSS_LEV_MEDIAN_ASIA_RA,NET_LEV_MEDIAN_ASIA_RA
"1/20/20","2.1206","0.3111","1.6882","0.4672","1.4839","0.6751"
"1/21/20","2.1279","0.3135","1.6908","0.4694","1.4933","0.6714"
"1/22/20","2.1319","0.3157","1.6937","0.4660","1.4967","0.6693"
"1/23/20","2.1361","0.3180","1.6967","0.4651","1.4961","0.6632"
"1/24/20","2.1368","0.3190","1.7002","0.4603","1.4964","0.6509"
"1/27/20","2.1358","0.3174","1.7011","0.4542","1.4960","0.6380"
"1/28/20","2.1409","0.3162","1.6995","0.4506","1.4969","0.6302"
"1/29/20","2.1461","0.3144","1.6972","0.4483","1.4963","0.6215"
"1/30/20","2.1507","0.3113","1.6961","0.4451","1.4849","0.6193"
"1/31/20","2.1572","0.3073","1.6935","0.4410","1.4762","0.6165"
"2/3/20","2.1563","0.3058","1.6914","0.4410","1.4687","0.6150"
"2/4/20","2.1497","0.3055","1.6956","0.4430","1.4599","0.6143"
"2/5/20","2.1365","0.3059","1.6939","0.4451","1.4527","0.6211"
"2/6/20","2.1319","0.3103","1.6900","0.4490","1.4567","0.6287"
"2/7/20","2.1226","0.3153","1.6928","0.4565","1.4585","0.6334"
"2/10/20","2.1241","0.3177","1.6921","0.4620","1.4627","0.6396"
"2/11/20","2.1275","0.3191","1.6859","0.4641","1.4627","0.6479"
"2/12/20","2.1347","0.3208","1.6879","0.4672","1.4674","0.6508"
"2/13/20","2.1345","0.3209","1.6911","0.4685","1.4672","0.6480"
"2/14/20","2.1372","0.3210","1.6912","0.4689","1.4711","0.6511"
"2/17/20","2.1379","0.3270","1.6966","0.4688","1.4714","0.6550"
"2/18/20","2.1378","0.3346","1.6989","0.4686","1.4735","0.6507"
"2/19/20","2.1421","0.3427","1.6986","0.4699","1.4708","0.6488"
"2/20/20","2.1441","0.3494","1.6970","0.4703","1.4662","0.6489"
"2/21/20","2.1430","0.3542","1.6946","0.4696","1.4663","0.6435"
"2/24/20","2.1352","0.3562","1.6844","0.4655","1.4702","0.6335"
"2/25/20","2.1258","0.3542","1.6730","0.4571","1.4665","0.6265"
"2/26/20","2.1132","0.3492","1.6613","0.4491","1.4603","0.6167"
"2/27/20","2.0997","0.3436","1.6421","0.4408","1.4524","0.6120"
"2/28/20","2.0836","0.3457","1.6248","0.4380","1.4417","0.6089"
"3/2/20","2.0815","0.3495","1.6159","0.4405","1.4289","0.6096"
"3/3/20","2.0839","0.3573","1.6020","0.4446","1.4199","0.6109"
"3/4/20","2.0911","0.3665","1.5997","0.4487","1.4133","0.6090"
"3/5/20","2.0941","0.3738","1.6007","0.4511","1.4113","0.6058"
"3/6/20","2.0995","0.3728","1.6014","0.4470","1.4057","0.6019"
"3/9/20","2.0753","0.3685","1.5907","0.4347","1.3899","0.5869"
"3/10/20","2.0458","0.3643","1.5977","0.4302","1.3795","0.5729"
"3/11/20","2.0121","0.3554","1.5890","0.4156","1.3664","0.5582"
"3/12/20","1.9616","0.3491","1.5700","0.4001","1.3498","0.5340"
"3/13/20","1.9180","0.3487","1.5537","0.3929","1.3273","0.5257"
"3/16/20","1.8789","0.3495","1.5445","0.3836","1.3097","0.5128"
"3/17/20","1.8467","0.3442","1.5289","0.3735","1.2895","0.5005"
"3/18/20","1.8026","0.3397","1.5065","0.3663","1.2743","0.4868"
"3/19/20","1.7733","0.3377","1.4976","0.3714","1.2664","0.4762"
"3/20/20","1.7319","0.3348","1.4775","0.3667","1.2589","0.4634"
"3/23/20","1.7001","0.3337","1.4599","0.3727","1.2439","0.4662"
"3/24/20","1.6788","0.3352","1.4469","0.3814","1.2370","0.4789"
"3/25/20","1.6706","0.3392","1.4524","0.3996","1.2340","0.4984"
"3/26/20","1.6726","0.3426","1.4636","0.4101","1.2280","0.5254"
"3/27/20","1.6771","0.3426","1.4773","0.4212","1.2331","0.5412"
"3/30/20","1.6945","0.3382","1.4958","0.4322","1.2507","0.5529"
"3/31/20","1.7021","0.3352","1.5017","0.4301","1.2618","0.5494"
"4/1/20","1.7026","0.3308","1.4933","0.4164","1.2685","0.5381"
"4/2/20","1.6998","0.3238","1.4864","0.4020","1.2729","0.5191"
"4/3/20","1.7022","0.3168","1.4846","0.3917","1.2713","0.5033"
"4/6/20","1.7074","0.3180","1.4888","0.3836","1.2716","0.4999"
"4/7/20","1.7129","0.3175","1.4985","0.3856","1.2776","0.5057"
"4/8/20","1.7290","0.3172","1.5263","0.3982","1.2820","0.5132"
"4/9/20","1.7499","0.3159","1.5510","0.4067","1.2909","0.5218"
"4/10/20","1.7709","0.3154","1.5732","0.4158","1.3003","0.5312"
"4/13/20","1.7840","0.3087","1.5841","0.4166","1.3065","0.5299"
"4/14/20","1.7972","0.3037","1.5955","0.4130","1.3094","0.5245"
"4/15/20","1.7892","0.2993","1.5999","0.4030","1.3138","0.5202"
"4/16/20","1.7785","0.2957","1.5977","0.3955","1.3180","0.5157"
"4/17/20","1.7780","0.2948","1.6085","0.3893","1.3217","0.5206"
"4/20/20","1.7734","0.2952","1.6142","0.3831","1.3289","0.5250"
"4/21/20","1.7595","0.2957","1.6086","0.3729","1.3325","0.5222"
"4/22/20","1.7672","0.2966","1.6131","0.3711","1.3365","0.5167"
"4/23/20","1.7753","0.2968","1.6229","0.3704","1.3405","0.5170"
"4/24/20","1.7697","0.2950","1.6196","0.3693","1.3437","0.5054"
"4/27/20","1.7794","0.2933","1.6233","0.3750","1.3466","0.4981"
"4/28/20","1.7895","0.2924","1.6382","0.3840","1.3467","0.4966"
"4/29/20","1.8028","0.2976","1.6433","0.3939","1.3481","0.5031"
"4/30/20","1.8107","0.3020","1.6404","0.4026","1.3429","0.5049"
"5/1/20","1.8238","0.3062","1.6385","0.4031","1.3347","0.5080"
"5/4/20","1.8273","0.3122","1.6399","0.4013","1.3307","0.5080"
"5/5/20","1.8435","0.3135","1.6407","0.4039","1.3301","0.5118"
"5/6/20","1.8541","0.3100","1.6386","0.4004","1.3324","0.5145"
"5/7/20","1.8707","0.3095","1.6425","0.4033","1.3415","0.5223"
"5/8/20","1.8955","0.3065","1.6495","0.4129","1.3510","0.5361"
"5/11/20","1.9207","0.3020","1.6443","0.4237","1.3555","0.5532"
"5/12/20","1.9317","0.3006","1.6376","0.4286","1.3591","0.5604"
"5/13/20","1.9379","0.3004","1.6326","0.4294","1.3510","0.5574"
"5/14/20","1.9381","0.2984","1.6248","0.4262","1.3462","0.5547"
"5/15/20","1.9306","0.2980","1.6175","0.4216","1.3437","0.5467"
"5/18/20","1.9282","0.2990","1.6190","0.4207","1.3459","0.5371"
"5/19/20","1.9307","0.3046","1.6203","0.4244","1.3495","0.5373"
"5/20/20","1.9395","0.3074","1.6175","0.4353","1.3603","0.5473"
"5/21/20","1.9595","0.3141","1.6178","0.4432","1.3642","0.5516"
"5/22/20","1.9772","0.3201","1.6190","0.4493","1.3676","0.5456"
"5/25/20","1.9908","0.3249","1.6200","0.4497","1.3691","0.5382"
"5/26/20","2.0103","0.3255","1.6244","0.4502","1.3705","0.5290"
"5/27/20","2.0275","0.3304","1.6344","0.4493","1.3704","0.5232"
"5/28/20","2.0353","0.3328","1.6373","0.4496","1.3733","0.5180"
"5/29/20","2.0399","0.3347","1.6376","0.4536","1.3700","0.5216"
"6/1/20","2.0421","0.3386","1.6407","0.4592","1.3738","0.5321"
"6/2/20","2.0359","0.3459","1.6402","0.4635","1.3807","0.5392"
"6/3/20","2.0323","0.3525","1.6427","0.4678","1.3917","0.5454"
"6/4/20","2.0285","0.3594","1.6531","0.4696","1.4007","0.5534"
"6/5/20","2.0352","0.3653","1.6655","0.4737","1.4115","0.5612"
"6/8/20","2.0503","0.3688","1.6771","0.4759","1.4157","0.5668"
"6/9/20","2.0598","0.3702","1.6841","0.4789","1.4175","0.5702"
"6/10/20","2.0522","0.3724","1.6800","0.4764","1.4215","0.5705"
"6/11/20","2.0332","0.3732","1.6617","0.4724","1.4259","0.5659"
"6/12/20","2.0082","0.3764","1.6440","0.4671","1.4301","0.5597"
"6/15/20","1.9799","0.3789","1.6256","0.4647","1.4284","0.5477"
"6/16/20","1.9656","0.3799","1.6206","0.4648","1.4270","0.5489"
"6/17/20","1.9647","0.3784","1.6211","0.4661","1.4189","0.5446"
"6/18/20","1.9693","0.3786","1.6357","0.4738","1.4130","0.5487"
"6/19/20","1.9729","0.3777","1.6468","0.4777","1.4152","0.5554"
"6/22/20","1.9672","0.3783","1.6532","0.4804","1.4167","0.5659"
"6/23/20","1.9652","0.3858","1.6491","0.4804","1.4152","0.5657"
"6/24/20","1.9520","0.3934","1.6410","0.4800","1.4180","0.5714"
"6/25/20","1.9490","0.4015","1.6300","0.4769","1.4192","0.5711"
"6/26/20","1.9460","0.4097","1.6180","0.4738","1.4138","0.5753"
"6/29/20","1.9498","0.4165","1.6125","0.4725","1.4116","0.5728"
"6/30/20","1.9509","0.4165","1.6112","0.4726","1.4136","0.5715"
"7/1/20","1.9234","0.4179","1.6070","0.4733","1.4132","0.5688"
"7/2/20","1.8967","0.4197","1.6026","0.4761","1.4065","0.5722"
"7/3/20","1.8714","0.4216","1.6006","0.4809","1.4060","0.5737"
"7/6/20","1.8492","0.4241","1.5989","0.4838","1.4159","0.5833"
"7/7/20","1.8175","0.4271","1.5912","0.4826","1.4240","0.5914"
"7/8/20","1.8287","0.4272","1.5924","0.4845","1.4302","0.6000"
"7/9/20","1.8359","0.4271","1.5909","0.4832","1.4420","0.6047"
"7/10/20","1.8505","0.4274","1.5963","0.4855","1.4538","0.5982"
"7/13/20","1.8603","0.4277","1.5970","0.4847","1.4561","0.5942"
"7/14/20","1.8735","0.4276","1.6056","0.4879","1.4598","0.5906"
"7/15/20","1.8936","0.4333","1.6176","0.4925","1.4629","0.5889"
"7/16/20","1.9159","0.4354","1.6356","0.4999","1.4654","0.5850"
"7/17/20","1.9272","0.4374","1.6450","0.5038","1.4622","0.5881"
"7/20/20","1.9394","0.4408","1.6543","0.5114","1.4625","0.5921"
"7/21/20","1.9515","0.4475","1.6652","0.5159","1.4592","0.5948"
"7/22/20","1.9534","0.4480","1.6705","0.5178","1.4576","0.5931"
"7/23/20","1.9579","0.4506","1.6734","0.5172","1.4555","0.5943"
"7/24/20","1.9631","0.4512","1.6785","0.5133","1.4496","0.5894"
"7/27/20","1.9701","0.4476","1.6876","0.5112","1.4404","0.5807"
"7/28/20","1.9776","0.4428","1.6870","0.5092","1.4318","0.5763"
"7/29/20","1.9867","0.4392","1.6888","0.5099","1.4269","0.5723"
"7/30/20","1.9915","0.4353","1.6856","0.5116","1.4196","0.5686"
"7/31/20","1.9987","0.4344","1.6826","0.5137","1.4201","0.5730"
"8/3/20","2.0054","0.4364","1.6751","0.5124","1.4194","0.5772"
"8/4/20","2.0096","0.4384","1.6782","0.5144","1.4175","0.5796"
"8/5/20","2.0073","0.4422","1.6797","0.5174","1.4124","0.5864"
"8/6/20","2.0081","0.4447","1.6883","0.5223","1.4143","0.5949"
"8/7/20","2.0070","0.4445","1.6958","0.5244","1.4156","0.5957"
"8/10/20","2.0051","0.4444","1.7065","0.5241","1.4095","0.5966"
"8/11/20","2.0042","0.4447","1.7065","0.5205","1.4066","0.5968"
"8/12/20","2.0072","0.4443","1.7031","0.5148","1.4037","0.5937"
"8/13/20","2.0062","0.4464","1.7012","0.5093","1.3988","0.5881"
"8/14/20","2.0089","0.4486","1.6970","0.5096","1.3967","0.5910"
"8/17/20","2.0085","0.4499","1.6936","0.5142","1.3958","0.5951"
"8/18/20","2.0067","0.4499","1.6923","0.5180","1.3962","0.6010"
"8/19/20","2.0042","0.4481","1.6877","0.5205","1.3992","0.6062"
"8/20/20","2.0020","0.4444","1.6801","0.5221","1.4034","0.6054"
"8/21/20","1.9958","0.4421","1.6746","0.5239","1.4055","0.6047"
"8/24/20","1.9906","0.4420","1.6685","0.5253","1.4122","0.6046"
"8/25/20","1.9863","0.4420","1.6623","0.5281","1.4187","0.6027"
"8/26/20","1.9845","0.4434","1.6651","0.5329","1.4222","0.6026"
"8/27/20","1.9841","0.4455","1.6675","0.5350","1.4225","0.6088"
"8/28/20","1.9878","0.4470","1.6711","0.5365","1.4210","0.6115"
"8/31/20","1.9916","0.4455","1.6708","0.5367","1.4241","0.6120"
"9/1/20","1.9900","0.4449","1.6703","0.5376","1.4264","0.6174"
"9/2/20","1.9878","0.4469","1.6689","0.5356","1.4314","0.6223"
"9/3/20","1.9844","0.4481","1.6642","0.5336","1.4389","0.6205"
"9/4/20","1.9797","0.4512","1.6585","0.5303","1.4452","0.6163"
"9/7/20","1.9767","0.4575","1.6558","0.5266","1.4462","0.6127"
"9/8/20","1.9717","0.4628","1.6537","0.5218","1.4465","0.6045"
"9/9/20","1.9690","0.4661","1.6460","0.5204","1.4440","0.6017"
"9/10/20","1.9650","0.4709","1.6408","0.5198","1.4412","0.6042"
"9/11/20","1.9526","0.4750","1.6319","0.5229","1.4385","0.6119"
"9/14/20","1.9382","0.4776","1.6307","0.5269","1.4401","0.6206"
"9/15/20","1.9295","0.4822","1.6336","0.5313","1.4431","0.6302"
"9/16/20","1.9238","0.4827","1.6389","0.5336","1.4457","0.6344"
"9/17/20","1.9162","0.4835","1.6482","0.5348","1.4483","0.6367"
"9/18/20","1.9137","0.4828","1.6592","0.5339","1.4520","0.6394"
"9/21/20","1.9123","0.4775","1.6565","0.5313","1.4561","0.6376"
"9/22/20","1.9140","0.4704","1.6503","0.5291","1.4585","0.6308"
"9/23/20","1.9099","0.4663","1.6446","0.5240","1.4610","0.6244"
"9/24/20","1.9105","0.4610","1.6347","0.5205","1.4603","0.6188"
"9/25/20","1.9134","0.4571","1.6303","0.5200","1.4580","0.6112"
"9/28/20","1.9132","0.4597","1.6318","0.5189","1.4557","0.6065"
"9/29/20","1.9122","0.4607","1.6345","0.5161","1.4518","0.6048"
"9/30/20","1.9108","0.4600","1.6362","0.5158","1.4438","0.5987"
"10/1/20","1.9062","0.4594","1.6356","0.5166","1.4397","0.5957"
"10/2/20","1.9029","0.4606","1.6338","0.5154","1.4373","0.5919"
"10/5/20","1.9047","0.4610","1.6365","0.5166","1.4287","0.5867"
"10/6/20","1.9065","0.4602","1.6404","0.5180","1.4224","0.5856"
"10/7/20","1.9085","0.4611","1.6456","0.5205","1.4250","0.5858"
"10/8/20","1.9084","0.4638","1.6540","0.5238","1.4250","0.5905"
"10/9/20","1.9041","0.4639","1.6596","0.5286","1.4255","0.5981"
"10/12/20","1.8953","0.4628","1.6616","0.5335","1.4306","0.6130"
"10/13/20","1.8910","0.4633","1.6633","0.5380","1.4354","0.6252"
"10/14/20","1.8886","0.4635","1.6644","0.5402","1.4372","0.6377"
"10/15/20","1.8970","0.4602","1.6666","0.5446","1.4403","0.6488"
"10/16/20","1.9057","0.4594","1.6681","0.5472","1.4413","0.6514"
"10/19/20","1.9167","0.4597","1.6661","0.5459","1.4405","0.6505"
"10/20/20","1.9238","0.4673","1.6653","0.5455","1.4402","0.6473"
"10/21/20","1.9332","0.4731","1.6648","0.5479","1.4354","0.6482"
"10/22/20","1.9353","0.4826","1.6637","0.5447","1.4288","0.6389"
"10/23/20","1.9397","0.4903","1.6628","0.5401","1.4282","0.6370"
"10/26/20","1.9401","0.4936","1.6620","0.5354","1.4238","0.6282"
"10/27/20","1.9460","0.4913","1.6561","0.5311","1.4166","0.6202"
"10/28/20","1.9439","0.4923","1.6447","0.5250","1.4059","0.6088"
"10/29/20","1.9416","0.4882","1.6313","0.5221","1.4024","0.6050"
"10/30/20","1.9425","0.4865","1.6192","0.5233","1.3934","0.6011"
"11/2/20","1.9459","0.4902","1.6147","0.5262","1.3803","0.6066"
"11/3/20","1.9426","0.4953","1.6146","0.5309","1.3778","0.6165"
"11/4/20","1.9360","0.5015","1.6180","0.5392","1.3710","0.6278"
"11/5/20","1.9308","0.5074","1.6287","0.5453","1.3666","0.6415"
"11/6/20","1.9219","0.5067","1.6385","0.5504","1.3667","0.6531"
"11/9/20","1.9167","0.5082","1.6437","0.5544","1.3777","0.6635"
"11/10/20","1.9207","0.5073","1.6495","0.5575","1.3809","0.6679"
"11/11/20","1.9292","0.5040","1.6578","0.5597","1.3932","0.6732"
"11/12/20","1.9353","0.5044","1.6610","0.5612","1.3941","0.6696"
"11/13/20","1.9428","0.5116","1.6708","0.5619","1.3921","0.6657"
"11/16/20","1.9512","0.5134","1.6818","0.5654","1.3907","0.6660"
"11/17/20","1.9475","0.5147","1.6911","0.5681","1.3903","0.6670"
"11/18/20","1.9448","0.5166","1.7001","0.5676","1.3954","0.6659"
"11/19/20","1.9425","0.5168","1.7099","0.5719","1.4037","0.6693"
"11/20/20","1.9373","0.5158","1.7112","0.5718","1.4166","0.6725"
"11/23/20","1.9345","0.5168","1.7144","0.5715","1.4196","0.6679"
"11/24/20","1.9419","0.5209","1.7188","0.5721","1.4211","0.6659"
"11/25/20","1.9503","0.5211","1.7241","0.5724","1.4189","0.6654"
"11/26/20","1.9577","0.5243","1.7274","0.5709","1.4139","0.6669"
"11/27/20","1.9674","0.5269","1.7336","0.5724","1.4112","0.6705"
"11/30/20","1.9663","0.5277","1.7310","0.5724","1.4137","0.6725"
"12/1/20","1.9575","0.5306","1.7281","0.5742","1.4142","0.6718"
"12/2/20","1.9506","0.5361","1.7197","0.5747","1.4170","0.6717"
"12/3/20","1.9426","0.5400","1.7116","0.5766","1.4218","0.6721"
"12/4/20","1.9370","0.5444","1.7054","0.5796","1.4205","0.6744"
"12/7/20","1.9374","0.5469","1.7043","0.5838","1.4249","0.6749"
"12/8/20","1.9341","0.5426","1.7093","0.5872","1.4304","0.6778"
"12/9/20","1.9268","0.5380","1.7180","0.5871","1.4297","0.6807"
"12/10/20","1.9219","0.5317","1.7263","0.5866","1.4357","0.6788"
"12/11/20","1.9168","0.5256","1.7302","0.5862","1.4533","0.6828"
"12/14/20","1.9092","0.5236","1.7294","0.5860","1.4661","0.6869"
"12/15/20","1.9043","0.5262","1.7254","0.5855","1.4754","0.6904"
"12/16/20","1.9023","0.5304","1.7237","0.5921","1.4834","0.6964"
"12/17/20","1.9038","0.5385","1.7204","0.5971","1.4854","0.7085"
"12/18/20","1.8983","0.5401","1.7187","0.5993","1.4748","0.7120"
"12/21/20","1.8950","0.5395","1.7138","0.6006","1.4600","0.7199"
"12/22/20","1.8916","0.5354","1.7033","0.6003","1.4478","0.7239"
"12/23/20","1.8881","0.5329","1.6974","0.5987","1.4423","0.7247"
"12/24/20","1.8800","0.5293","1.6941","0.5966","1.4373","0.7238"
"12/25/20","1.8764","0.5311","1.6904","0.5961","1.4300","0.7254"
"12/28/20","1.8729","0.5323","1.6925","0.5949","1.4286","0.7236"
"12/29/20","1.8729","0.5306","1.6942","0.5951","1.4316","0.7257"
"12/30/20","1.8721","0.5244","1.6918","0.5955","1.4285","0.7299"
"12/31/20","1.8744","0.5188","1.6882","0.5941","1.4291","0.7325"
"1/1/21","1.8767","0.5131","1.6849","0.5926","1.4309","0.7333"
"1/4/21","1.8707","0.5053","1.6843","0.5857","1.4284","0.7311"
"1/5/21","1.8614","0.5004","1.6843","0.5811","1.4320","0.7305"
"1/6/21","1.8554","0.4995","1.6857","0.5790","1.4424","0.7266"
"1/7/21","1.8477","0.4958","1.6896","0.5824","1.4451","0.7215"
"1/8/21","1.8419","0.4926","1.6941","0.5870","1.4516","0.7230"
"1/11/21","1.8386","0.4931","1.6975","0.5969","1.4603","0.7265"
"1/12/21","1.8370","0.4950","1.7020","0.6059","1.4588","0.7282"
"1/13/21","1.8330","0.4969","1.7076","0.6106","1.4596","0.7322"
"1/14/21","1.8292","0.5021","1.7110","0.6120","1.4632","0.7385"
"1/15/21","1.8276","0.5059","1.7161","0.6112","1.4677","0.7356"
"1/18/21","1.8290","0.5077","1.7209","0.6139","1.4714","0.7341"
"1/19/21","1.8334","0.5098","1.7275","0.6119","1.4800","0.7355"
"1/20/21","1.8371","0.5123","1.7269","0.6155","1.4868","0.7382"
"1/21/21","1.8463","0.5146","1.7304","0.6208","1.4948","0.7383"
"1/22/21","1.8528","0.5196","1.7306","0.6266","1.5027","0.7392"
"1/25/21","1.8591","0.5239","1.7343","0.6288","1.5108","0.7389"
"1/26/21","1.8710","0.5301","1.7391","0.6316","1.5171","0.7343"
"1/27/21","1.8865","0.5335","1.7331","0.6213","1.5260","0.7277"
"1/28/21","1.8919","0.5377","1.7112","0.6128","1.5214","0.7245"
"1/29/21","1.8975","0.5385","1.6881","0.6004","1.5230","0.7157"
"2/1/21","1.9011","0.5424","1.6668","0.5956","1.5147","0.7129"
"2/2/21","1.8913","0.5441","1.6490","0.5959","1.5149","0.7138"
"2/3/21","1.8792","0.5466","1.6512","0.6049","1.5004","0.7168"
"2/4/21","1.8716","0.5488","1.6586","0.6110","1.4999","0.7146"
"2/5/21","1.8617","0.5544","1.6686","0.6220","1.4999","0.7225"
"2/8/21","1.8546","0.5609","1.6754","0.6280","1.5047","0.7292"
"2/9/21","1.8563","0.5658","1.6818","0.6289","1.4960","0.7343"
"2/10/21","1.8569","0.5724","1.6818","0.6285","1.4983","0.7392"
"2/11/21","1.8575","0.5793","1.6879","0.6284","1.4978","0.7470"
"2/12/21","1.8600","0.5844","1.6967","0.6288","1.4991","0.7525"
"2/15/21","1.8642","0.5883","1.7031","0.6275","1.4973","0.7551"
"2/16/21","1.8736","0.5963","1.7007","0.6279","1.5016","0.7565"
"2/17/21","1.8807","0.6012","1.7025","0.6277","1.5054","0.7546"
"2/18/21","1.8903","0.6044","1.6995","0.6268","1.5079","0.7506"
"2/19/21","1.9010","0.6082","1.6938","0.6257","1.5070","0.7455"
"2/22/21","1.9107","0.6116","1.6912","0.6224","1.5062","0.7350"
"2/23/21","1.9119","0.6101","1.6844","0.6196","1.5032","0.7267"
"2/24/21","1.9186","0.6083","1.6794","0.6207","1.5002","0.7206"
"2/25/21","1.9194","0.6036","1.6789","0.6160","1.5023","0.7128"
"2/26/21","1.9143","0.5963","1.6780","0.6118","1.4956","0.7058"
"3/1/21","1.9039","0.5908","1.6794","0.6136","1.4983","0.7072"
"3/2/21","1.8914","0.5852","1.6805","0.6106","1.4952","0.7079"
"3/3/21","1.8747","0.5805","1.6752","0.6031","1.4897","0.7054"
"3/4/21","1.8629","0.5774","1.6675","0.5968","1.4789","0.7005"
"3/5/21","1.8539","0.5763","1.6666","0.5964","1.4753","0.6947"
"3/8/21","1.8429","0.5774","1.6592","0.5916","1.4659","0.6872"
"3/9/21","1.8341","0.5797","1.6609","0.5944","1.4668","0.6816"
"3/10/21","1.8297","0.5851","1.6649","0.5989","1.4643","0.6789"
"3/11/21","1.8216","0.5896","1.6743","0.6103","1.4658","0.6883"
"3/12/21","1.8113","0.5934","1.6788","0.6164","1.4616","0.6974"
"3/15/21","1.8116","0.5937","1.6882","0.6250","1.4602","0.7018"
"3/16/21","1.8106","0.5943","1.6926","0.6260","1.4499","0.7070"
"3/17/21","1.8070","0.5925","1.6988","0.6268","1.4498","0.7137"
"3/18/21","1.8058","0.5917","1.6987","0.6207","1.4534","0.7122"
"3/19/21","1.8078","0.5910","1.7001","0.6119","1.4558","0.7103"
"3/22/21","1.8073","0.5918","1.6973","0.6034","1.4557","0.7111"
"3/23/21","1.8105","0.5917","1.6899","0.5965","1.4586","0.7096"
"3/24/21","1.8125","0.5919","1.6816","0.5885","1.4524","0.6982"
"3/25/21","1.8124","0.5933","1.6800","0.5854","1.4432","0.6877"
"3/26/21","1.8106","0.5951","1.6768","0.5853","1.4376","0.6846"
"3/29/21","1.8082","0.6018","1.6725","0.5828","1.4346","0.6784"
"3/30/21","1.7927","0.6071","1.6748","0.5833","1.4297","0.6732"
"3/31/21","1.7938","0.6151","1.6751","0.5892","1.4259","0.6750"
"4/1/21","1.8023","0.6219","1.6701","0.5983","1.4199","0.6812"
"4/2/21","1.8116","0.6293","1.6653","0.6049","1.4087","0.6830"
"4/5/21","1.8217","0.6299","1.6637","0.6125","1.4049","0.6890"
"4/6/21","1.8393","0.6305","1.6616","0.6183","1.4024","0.6973"
"4/7/21","1.8403","0.6259","1.6577","0.6216","1.4029","0.7046"
"4/8/21","1.8344","0.6207","1.6608","0.6219","1.4019","0.7103"
"4/9/21","1.8289","0.6142","1.6622","0.6219","1.4018","0.7152"
"4/12/21","1.8279","0.6054","1.6681","0.6219","1.4034","0.7171"
"4/13/21","1.8313","0.6020","1.6728","0.6250","1.4138","0.7154"
"4/14/21","1.8369","0.6032","1.6775","0.6273","1.4239","0.7159"
"4/15/21","1.8434","0.6059","1.6780","0.6309","1.4348","0.7149"
"4/16/21","1.8521","0.6095","1.6776","0.6335","1.4446","0.7155"
"4/19/21","1.8552","0.6132","1.6711","0.6353","1.4480","0.7157"
"4/20/21","1.8558","0.6087","1.6657","0.6337","1.4485","0.7147"
"4/21/21","1.8555","0.6040","1.6670","0.6329","1.4471","0.7103"
"4/22/21","1.8545","0.5995","1.6662","0.6296","1.4430","0.7069"
"4/23/21","1.8516","0.5955","1.6655","0.6275","1.4397","0.7012"
"4/26/21","1.8529","0.5947","1.6650","0.6286","1.4377","0.6997"
"4/27/21","1.8547","0.5990","1.6670","0.6298","1.4343","0.6971"
"4/28/21","1.8572","0.6021","1.6659","0.6301","1.4278","0.6993"
"4/29/21","1.8624","0.6025","1.6669","0.6314","1.4238","0.6986"
"4/30/21","1.8685","0.5995","1.6721","0.6284","1.4230","0.6991"
"5/3/21","1.8693","0.5940","1.6772","0.6237","1.4228","0.6943"
"5/4/21","1.8701","0.5854","1.6800","0.6181","1.4202","0.6883"
"5/5/21","1.8703","0.5801","1.6808","0.6121","1.4257","0.6763"
"5/6/21","1.8731","0.5741","1.6823","0.6045","1.4369","0.6689"
"5/7/21","1.8769","0.5751","1.6857","0.6064","1.4418","0.6649"
"5/10/21","1.8848","0.5747","1.6844","0.6049","1.4434","0.6628"
"5/11/21","1.8920","0.5761","1.6846","0.6034","1.4455","0.6619"
"5/12/21","1.8995","0.5706","1.6861","0.5994","1.4419","0.6634"
"5/13/21","1.9017","0.5658","1.6935","0.5989","1.4311","0.6605"
"5/14/21","1.9058","0.5622","1.6995","0.5971","1.4274","0.6564"
"5/17/21","1.9105","0.5617","1.7056","0.5977","1.4261","0.6537"
"5/18/21","1.9142","0.5603","1.7094","0.6019","1.4251","0.6560"
"5/19/21","1.9196","0.5575","1.7137","0.6081","1.4223","0.6559"
"5/20/21","1.9301","0.5602","1.7151","0.6163","1.4213","0.6590"
"5/21/21","1.9363","0.5569","1.7107","0.6200","1.4238","0.6629"
"5/24/21","1.9382","0.5536","1.7117","0.6235","1.4227","0.6672"
"5/25/21","1.9395","0.5500","1.7156","0.6258","1.4184","0.6746"
"5/26/21","1.9395","0.5534","1.7192","0.6307","1.4218","0.6881"
"5/27/21","1.9334","0.5527","1.7216","0.6318","1.4268","0.7004"
"5/28/21","1.9241","0.5539","1.7277","0.6317","1.4228","0.7122"
"5/31/21","1.9166","0.5522","1.7335","0.6321","1.4243","0.7241"
"6/1/21","1.9128","0.5565","1.7374","0.6305","1.4262","0.7275"
"6/2/21","1.9089","0.5588","1.7379","0.6282","1.4266","0.7280"
"6/3/21","1.9063","0.5613","1.7372","0.6237","1.4273","0.7282"
"6/4/21","1.9068","0.5645","1.7343","0.6220","1.4278","0.7256"
"6/7/21","1.9067","0.5690","1.7314","0.6198","1.4245","0.7214"
"6/8/21","1.9016","0.5700","1.7306","0.6197","1.4226","0.7167"
"6/9/21","1.8983","0.5708","1.7336","0.6192","1.4140","0.7161"
"6/10/21","1.8935","0.5748","1.7308","0.6209","1.4035","0.7190"
"6/11/21","1.8890","0.5780","1.7311","0.6210","1.3983","0.7243"
